person,modelo_mas_visitado,region_persona,pais,evento_predominante_mes_5,semana_mas_interactuante,device_type,channel_frecuente
8808be0f,Samsung Galaxy S3 Mini,Rio Grande do Sul,Brazil,viewed product,Third,Computer,Paid
6fb0cf9a,Samsung Galaxy S5 Duos,Parana,Brazil,viewed product,Fifth,Computer,Paid
001dfc31,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
8a1eac6c,Samsung Galaxy Win Duos,Bahia,Brazil,viewed product,Fifth,Smartphone,Direct
e5001475,Samsung Galaxy J5,Ceara,Brazil,viewed product,Fifth,Computer,Organic
6e42a750,Motorola Moto G3 4G,Bahia,Brazil,visited site,Fifth,Smartphone,Paid
60e18ff0,iPhone SE,Parana,Brazil,viewed product,Fifth,Smartphone,Paid
129e502f,Motorola Moto X2,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
48b62daf,Samsung Galaxy A7 2017,Unknown,Brazil,viewed product,Fifth,Computer,Organic
9234bb45,Samsung Galaxy S8,Unknown,Unknown,viewed product,Third,Smartphone,Paid
c7d574c6,Samsung Galaxy A7 2017,Bahia,Brazil,viewed product,Fifth,Smartphone,Direct
3f77e3c0,Samsung Galaxy S6 Edge,Rio Grande do Sul,Brazil,visited site,Fifth,Smartphone,Paid
c373332d,Motorola Moto G5 Plus,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
549e6f8a,iPhone 6,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
d3b74932,iPhone 7,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
7dadd223,iPhone 5c,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
cd5258f1,Samsung Galaxy S6 Edge,Unknown,Brazil,searched products,Fifth,Smartphone,Referral
bc4487c3,Samsung Galaxy S4 i9515,Sao Paulo,Brazil,searched products,Fifth,Computer,Direct
ff076317,Samsung Galaxy A7 2017,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
e37da703,Samsung Galaxy S7,Unknown,Brazil,searched products,Fifth,Computer,Paid
3bf42ff8,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,viewed product,Fifth,Computer,Organic
0244969f,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
7305815b,Samsung Galaxy S7,Maranhao,Brazil,ad campaign hit,Fifth,Smartphone,Paid
d4939ac7,iPhone 6,Parana,Brazil,viewed product,Fourth,Computer,Paid
2b2c93bf,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Third,Smartphone,Direct
11f374e4,Samsung Galaxy J7 Prime,Minas Gerais,Brazil,visited site,Fifth,Tablet,Organic
20c04bf6,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
e5e7fb2a,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
d266be76,Motorola Moto G4 Plus,Alagoas,Brazil,viewed product,Fourth,Computer,Paid
ef78536e,Samsung Galaxy J5 2016 Metal,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Direct
b63ed6a3,Samsung Galaxy Win Duos,Unknown,Brazil,viewed product,Fourth,Computer,Paid
d047dc24,Samsung Galaxy S5 New Edition Duos ,Unknown,Brazil,ad campaign hit,Fourth,Computer,Paid
4b192d15,Motorola Moto G2 3G Dual,Bahia,Brazil,ad campaign hit,Fifth,Smartphone,Paid
bb1f8e98,iPhone 4G,Espirito Santo,Brazil,viewed product,Fifth,Computer,Paid
b933ea3e,Motorola Moto X2,Maranhao,Brazil,viewed product,Fifth,Smartphone,Paid
c4fdfcf9,iPhone 7,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
aecaf49d,Samsung Galaxy S7,Piaui,Brazil,viewed product,Fifth,Computer,Direct
9e5d8dd7,iPhone 6,Sao Paulo,Brazil,viewed product,Second,Smartphone,Organic
cc21b406,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Referral
6b3e4ea5,iPhone 6S,Sao Paulo,Brazil,searched products,Fifth,Smartphone,Direct
ebd770d9,Samsung Galaxy Note 8,Unknown,Brazil,viewed product,Fifth,Computer,Direct
0fc6c79d,0,0,0,visited site,Fifth,Computer,Organic
0f9fc484,Samsung Galaxy J5 Prime,Alagoas,Brazil,viewed product,Fifth,Computer,Paid
9d996a99,iPhone 5c,Pernambuco,Brazil,viewed product,Fifth,Computer,Paid
376cf57e,Samsung Galaxy S7 Edge,Rondonia,Brazil,viewed product,Fifth,Computer,Organic
bbaa0656,Sony Xperia Z3 Plus,Ceara,Brazil,viewed product,Fourth,Smartphone,Organic
5c5ba7e7,iPhone 6,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
e143cab4,Motorola Moto G2 3G Dual,Unknown,Brazil,ad campaign hit,Fifth,Smartphone,Paid
ccbde2a4,iPhone 6,Pernambuco,Brazil,viewed product,Third,Smartphone,Direct
d4dbe510,Samsung Galaxy S5,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
b8fc5d04,iPhone 6S,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
7b8eb899,Samsung Galaxy J5 2016 Metal,Minas Gerais,Brazil,searched products,Fourth,Smartphone,Paid
f578dce1,Samsung Galaxy Note 5,Federal District,Brazil,viewed product,Third,Computer,Paid
d0ccea84,iPhone 5s,Unknown,Unknown,checkout,Fifth,Smartphone,Direct
c1da9089,Samsung Galaxy J5,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
38984efc,iPhone 7,Pernambuco,Brazil,viewed product,Fifth,Computer,Organic
8fe86696,iPhone 6S,Goias,Brazil,ad campaign hit,Fifth,Smartphone,Paid
0b7a3edd,Samsung Galaxy J5,Rio de Janeiro,Brazil,visited site,Fifth,Smartphone,Paid
813ff7ee,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
cfad0af2,iPhone 6,Santa Catarina,Brazil,brand listing,Third,Smartphone,Paid
fc7bc90c,Samsung Galaxy S7,Espirito Santo,Brazil,viewed product,Fifth,Smartphone,Referral
7d7061fb,Motorola Moto G4 Plus,Amazonas,Brazil,viewed product,Fifth,Smartphone,Paid
053db417,iPhone 5s,Unknown,Brazil,viewed product,Fourth,Smartphone,Organic
8d5e4da2,Lenovo Vibe K5,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Direct
784d8835,Samsung Galaxy S8,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Paid
841b7e52,Samsung Galaxy Gran Prime Duos TV,Ceara,Brazil,viewed product,Fifth,Smartphone,Paid
532663b2,0,0,0,visited site,Fifth,Smartphone,Referral
9df4f384,iPhone 7 Plus,Sao Paulo,Brazil,brand listing,Fifth,Computer,Organic
0c588686,Samsung Galaxy S5 Mini Duos,Bahia,Brazil,viewed product,Third,Computer,Direct
0b98a347,iPhone 6,Espirito Santo,Brazil,searched products,Fourth,Smartphone,Paid
cfa80a36,Samsung Galaxy S8,Unknown,Brazil,ad campaign hit,Fifth,Computer,Paid
0256dfc5,LG Prime Plus H522,Parana,Brazil,visited site,Fifth,Smartphone,Paid
a2f3d7d3,Motorola Moto X Force,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Paid
0f1f1f7b,Samsung Galaxy S6 Flat,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
d976910d,iPhone 5s,Sao Paulo,Brazil,checkout,Fifth,Smartphone,Direct
25c2f504,iPhone 6S,Minas Gerais,Brazil,viewed product,Third,Computer,Direct
0edf4cc5,Samsung Galaxy S7,Para,Brazil,visited site,Fifth,Smartphone,Paid
720474cd,Samsung Galaxy S5 Mini Duos,Rio de Janeiro,Brazil,brand listing,Fifth,Computer,Direct
94ca9966,iPhone 5s,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Direct
c49fb8ea,Samsung Galaxy Gran Neo Duos,Ceara,Brazil,viewed product,Fifth,Computer,Paid
00f369ef,iPhone 7 Plus,Rio de Janeiro,Brazil,visited site,Fifth,Smartphone,Paid
3c8bf3b5,Motorola Moto G3 HDTV,Unknown,Brazil,visited site,Fifth,Computer,Paid
56c384fd,iPhone 6S,Unknown,Unknown,viewed product,Fifth,Computer,Paid
fb32d850,Samsung Galaxy J7 Prime,Goias,Brazil,viewed product,Fifth,Smartphone,Paid
f52120d4,Samsung Galaxy J1 Mini,Piaui,Brazil,viewed product,Fifth,Computer,Direct
d90ffb05,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,First,Smartphone,Paid
d41c3780,0,0,0,checkout,Fifth,Computer,Organic
557174d4,Samsung Galaxy S8,Minas Gerais,Brazil,search engine hit,Fifth,Computer,Paid
130596cb,iPhone 5s,Unknown,Unknown,ad campaign hit,Fifth,Smartphone,Paid
45bb8bf6,Samsung Galaxy J5 Prime,Sao Paulo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
5eece5cd,Samsung Galaxy S7 Edge,Ceara,Brazil,viewed product,Fourth,Smartphone,Referral
9c57ebda,Samsung Galaxy J2 4G Duos TV,Rio Grande do Norte,Brazil,brand listing,Third,Computer,Paid
366e51ef,iPhone 5s,Minas Gerais,Brazil,generic listing,Fifth,Computer,Organic
0d280eb7,Samsung Galaxy Note 8,Rio de Janeiro,Brazil,visited site,Fifth,Smartphone,Paid
cec7d011,iPhone 6,Bahia,Brazil,viewed product,Third,Smartphone,Referral
d2473eb6,iPhone 5s,Pernambuco,Brazil,ad campaign hit,Fourth,Computer,Paid
16a9bc6a,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Referral
1961d615,iPhone 5s,Sao Paulo,Brazil,checkout,Fifth,Smartphone,Paid
406dc9e6,iPhone 6,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
ca1e5fad,Samsung Galaxy S8,Rio de Janeiro,Brazil,checkout,Fifth,Smartphone,Paid
48f49e5f,0,0,0,visited site,Fifth,Smartphone,Paid
cb57b4d7,iPhone 5,Pernambuco,Brazil,viewed product,Third,Smartphone,Direct
f3117ddc,Motorola Moto G4 DTV,Rio de Janeiro,Brazil,ad campaign hit,Fifth,Computer,Paid
b7635a7a,Samsung Galaxy S4 Mini Duos,Minas Gerais,Brazil,ad campaign hit,Second,Computer,Paid
d8bb278e,Samsung Galaxy S6 Flat,Ceara,Brazil,viewed product,Fourth,Computer,Paid
afbeed92,iPhone 6,Mato Grosso do Sul,Brazil,viewed product,Fourth,Smartphone,Paid
52c09055,iPhone 6,Ceara,Brazil,ad campaign hit,Second,Smartphone,Paid
d96fede8,Samsung Galaxy J5,Amazonas,Brazil,visited site,Fifth,Smartphone,Paid
161ca1e9,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
cb0f3f5e,0,0,0,visited site,Fifth,Smartphone,Paid
9ea98fee,iPhone 7,Unknown,Brazil,viewed product,Fifth,Computer,Direct
5f434220,Samsung Galaxy S7,Minas Gerais,Brazil,viewed product,Third,Smartphone,Organic
33b97dd5,LG K10,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
942f0f0c,iPhone 6 Plus,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
03b30b1a,Motorola Moto Z Play,Minas Gerais,Brazil,visited site,Fifth,Smartphone,Paid
f172c967,Motorola Moto X Play 4G Dual,Unknown,Brazil,viewed product,Fifth,Computer,Paid
2fe16d45,Samsung Galaxy J5,Unknown,Brazil,ad campaign hit,Third,Smartphone,Paid
11c3a5fb,Motorola Moto G3 4G,Espirito Santo,Brazil,viewed product,Fourth,Computer,Organic
ff1b6a80,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Direct
ab657cda,Samsung Galaxy A5 2017,Rio Grande do Sul,Brazil,viewed product,Fifth,Computer,Paid
3f9e96ac,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
69b93115,Samsung Galaxy J7 Prime,Rio de Janeiro,Brazil,viewed product,Third,Computer,Direct
1018e030,Motorola Moto X2,Unknown,Unknown,generic listing,Fourth,Computer,Direct
8a0feafe,0,0,0,checkout,Fifth,,
ee9e909e,Samsung Galaxy S6 Edge Plus,Unknown,Brazil,viewed product,Fifth,Smartphone,Referral
a77bfa11,iPhone 6,Rio Grande do Sul,Brazil,visited site,Fifth,Smartphone,Paid
7ce201cd,iPhone 6S,Sao Paulo,Brazil,ad campaign hit,Fifth,Computer,Paid
c95b069c,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
d9e4c661,iPhone 6,Piaui,Brazil,viewed product,Fifth,Computer,Paid
4f58e106,iPhone 6,Minas Gerais,Brazil,viewed product,Fifth,Computer,Direct
e0ea4073,Samsung Galaxy S8,Ceara,Brazil,viewed product,Fifth,Computer,Paid
a2ce62b0,Samsung Galaxy On 7,Para,Brazil,checkout,Fourth,Computer,Organic
caef9f45,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
bbe06010,iPhone 7 Plus,Maranhao,Brazil,viewed product,Fifth,Smartphone,Paid
783a57a3,Motorola Moto G5 ,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
7b88b04d,iPhone 5,Parana,Brazil,ad campaign hit,Fifth,Smartphone,Paid
e0b0d03b,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
2a072b06,Samsung Galaxy S8 Plus,Unknown,Brazil,viewed product,Fifth,Smartphone,Organic
4964277e,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
08d02ef7,Motorola Moto X Play 4G Dual,Unknown,Brazil,viewed product,Fourth,Computer,Organic
e0243693,Samsung Galaxy S7,Sao Paulo,Brazil,search engine hit,Fifth,Smartphone,Paid
a8d86846,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
722cf8a1,Motorola Moto G5 Plus,Sao Paulo,Brazil,viewed product,Third,Smartphone,Referral
210fdf1e,Samsung Galaxy J7,Santa Catarina,Brazil,viewed product,Fifth,Smartphone,Paid
89d51fe1,Samsung Galaxy S7,Parana,Brazil,viewed product,Third,Computer,Paid
4e97e732,0,0,0,checkout,Fifth,Computer,Direct
563a6c21,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
c7e64edd,iPhone 5s,Espirito Santo,Brazil,viewed product,Fifth,Computer,Paid
24f18741,Samsung Galaxy Core Plus Duos TV,Bahia,Brazil,generic listing,Fifth,Smartphone,Organic
711bc955,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
8fe41b4e,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
ee2284c5,iPhone 5s,Sao Paulo,Brazil,brand listing,Fifth,Computer,Direct
4f19e622,iPhone 5s,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Referral
0d927770,iPad Air Wi-Fi,Parana,Brazil,viewed product,Fifth,Smartphone,Direct
4de7f4dd,Samsung Galaxy S6 Edge Plus,Unknown,Brazil,viewed product,Third,Computer,Direct
7f2d375f,Samsung Galaxy S7 Edge,Bahia,Brazil,viewed product,Fifth,Smartphone,Organic
490b06d1,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
dc314c4e,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
09f5886d,Samsung Galaxy A5 2016,Bahia,Brazil,viewed product,Fifth,Computer,Paid
780bad52,iPhone 6,Mato Grosso,Brazil,viewed product,Third,Smartphone,Paid
95843391,Samsung Galaxy A5 2016,Minas Gerais,Brazil,viewed product,Second,Computer,Organic
4c613a6d,iPhone 6S,Espirito Santo,Brazil,viewed product,Fifth,Smartphone,Paid
b7dfbc9a,iPhone 5s,Rondonia,Brazil,visited site,Fifth,Smartphone,Paid
8f9c39f4,iPhone 6S Plus,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Paid
c1599a1a,iPhone 7,Pernambuco,Brazil,visited site,Fifth,Tablet,Referral
eab2cbf9,iPhone 5s,Unknown,Brazil,checkout,Fifth,Smartphone,Paid
40845309,iPhone 6,Amazonas,Brazil,viewed product,Second,Smartphone,Paid
8925097f,iPhone 7 Plus,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Direct
c4a3640c,Motorola Moto G4 Plus,Sao Paulo,Brazil,generic listing,Fifth,Smartphone,Organic
3e20867c,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
c5c85e54,iPhone 7,Unknown,Unknown,checkout,Fifth,Computer,Direct
6340ecef,Samsung Galaxy S7 Edge,Unknown,Brazil,viewed product,Fifth,Computer,Organic
5169ff7f,iPhone 5s,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Referral
0978b0d9,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
39c4b75c,Samsung Galaxy S8,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
b11d8d71,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
3f4ca85b,iPhone 5s,Piaui,Brazil,viewed product,Fourth,Smartphone,Paid
ff2ed2e5,iPhone 6S,Ceara,Brazil,viewed product,Fifth,Smartphone,Paid
348a491f,iPhone 6,Bahia,Brazil,viewed product,Fifth,Computer,Referral
7b6f661d,Samsung Galaxy S8 Plus,Maranhao,Brazil,viewed product,Second,Smartphone,Paid
9f5ca355,Samsung Galaxy J5,Ceara,Brazil,visited site,Fifth,Smartphone,Paid
09d7ddcf,Motorola Moto X Play 4G Dual,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
cec72ba7,Samsung Galaxy S7,Federal District,Brazil,viewed product,Fourth,Computer,Paid
1986c65a,Samsung Galaxy A5 2017,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Paid
d077700f,Samsung Galaxy J5 Prime,Ceara,Brazil,searched products,Fifth,Smartphone,Paid
273fcf49,Samsung Galaxy S6 Flat,Parana,Brazil,viewed product,Second,Computer,Referral
5e498b30,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
5187f77f,Samsung Galaxy J1 Mini,Maranhao,Brazil,generic listing,Fourth,Smartphone,Direct
114c81fb,iPhone 6,Pernambuco,Brazil,viewed product,Fifth,Computer,Paid
df775be6,Samsung Galaxy J5,Rio de Janeiro,Brazil,viewed product,Third,Smartphone,Paid
805e499f,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Social
231604a0,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
160f3acb,iPhone 6,Ceara,Brazil,viewed product,First,Computer,Paid
d158da0e,iPhone 6,Federal District,Brazil,viewed product,Third,Smartphone,Direct
940b2457,Samsung Galaxy J5 2016 Metal,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
8c758f32,iPhone 5s,Unknown,Unknown,viewed product,Fourth,Computer,Organic
bbe8e703,iPhone 5s,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
7742d260,Motorola Moto G3 4G,Unknown,Unknown,viewed product,Third,Computer,Paid
59a2ec1a,Motorola Moto G2 3G Dual,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
bb472f41,Samsung Galaxy J3,Para,Brazil,viewed product,Fourth,Computer,Paid
91a3bd7c,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
65ac8de3,Samsung Galaxy S8,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Direct
23a57c0f,Samsung Galaxy S6 Edge,Mato Grosso do Sul,Brazil,viewed product,Fifth,Computer,Paid
07f5313a,Samsung Galaxy Note 5,Federal District,Brazil,visited site,Fifth,Computer,Paid
dc43d0e8,Motorola Moto G4 Plus,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Referral
3bc0e88c,Samsung Galaxy S7,Sao Paulo,Brazil,brand listing,Fifth,Smartphone,Organic
67296336,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
237c2b26,Samsung Galaxy Gran Prime Duos TV,Unknown,Brazil,viewed product,First,Computer,Paid
744ae4ea,Motorola Moto G5 Plus,Sao Paulo,Brazil,brand listing,Fifth,Computer,Paid
062f6d02,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
f32206cd,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Paid
9312be39,iPhone 6,Goias,Brazil,viewed product,Fifth,Computer,Paid
6e85e81b,iPhone 6S,Unknown,Brazil,checkout,Fifth,Smartphone,Paid
c9518dd9,Samsung Galaxy S8,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
6f089379,Samsung Galaxy J5,Ceara,Brazil,viewed product,Fourth,Computer,Paid
1993bd69,Samsung Galaxy S8,Bahia,Brazil,ad campaign hit,Fifth,Smartphone,Paid
e31e7572,iPhone 6,Para,Brazil,viewed product,Fifth,Computer,Paid
cf496f54,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Direct
be0bd0c0,iPhone 6,Unknown,Brazil,brand listing,Fifth,Computer,Referral
8dbc82d3,iPhone 6S,Minas Gerais,Brazil,brand listing,Fifth,Computer,Paid
e1d9ff50,Lenovo Vibe A7010 Dual Chip,Sao Paulo,Brazil,viewed product,Fourth,Computer,Organic
9b615c31,0,0,0,visited site,Fifth,Computer,Direct
a4407ce1,Motorola Moto G2 3G Dual,Unknown,Brazil,viewed product,Fourth,Computer,Paid
daa6988c,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Direct
b6deff40,Samsung Galaxy J7 Prime,Para,Brazil,viewed product,Fifth,Smartphone,Paid
1678f546,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
99366b94,iPhone 6S,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
5dcbdb61,Samsung Galaxy S6 Edge Plus,Goias,Brazil,viewed product,Fifth,Smartphone,Paid
4423462b,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
cd5adb3f,iPhone 5s,Rio Grande do Sul,Brazil,viewed product,Fifth,Computer,Paid
1b8fa5a1,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Fifth,Computer,Direct
2149910c,Samsung Galaxy S7 Edge,Ceara,Brazil,viewed product,Fourth,Computer,Paid
7c65bee2,iPhone SE,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
ec3fa08b,Samsung Galaxy S6 Flat,Unknown,Unknown,viewed product,Fourth,Smartphone,Organic
f17f26dc,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Referral
2dd3f165,Lenovo Vibe A7010 Dual Chip,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
52b93f45,iPhone 5,Espirito Santo,Brazil,viewed product,Fourth,Smartphone,Paid
303cbe13,Motorola Moto X2,Para,Brazil,viewed product,Fourth,Smartphone,Referral
75526eaa,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
b498e033,Motorola Moto G3 4G,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
a278926c,iPhone 5c,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Referral
34eb4d5c,iPhone 6,Ceara,Brazil,viewed product,Fifth,Computer,Organic
31de72b5,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
2a617974,iPhone 5s,Para,Brazil,viewed product,Fifth,Smartphone,Referral
7aadd7fe,Samsung Galaxy S6 Flat,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
5d43b1b1,Samsung Galaxy S6 Flat,Amazonas,Brazil,viewed product,Third,Computer,Paid
890a9e5d,Samsung Galaxy J5,Bahia,Brazil,viewed product,Fifth,Computer,Paid
12a207b6,Motorola Moto G5 Plus,Bahia,Brazil,viewed product,Fifth,Smartphone,Direct
5dfc7e56,iPhone 7 Plus,Rio de Janeiro,Brazil,searched products,Fifth,Smartphone,Direct
2ea4f759,Samsung Galaxy S6 Flat,Parana,Brazil,visited site,Fifth,Smartphone,Paid
7ecd0388,iPhone SE,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Direct
2bc1b6b4,iPhone 7 Plus,Pernambuco,Brazil,viewed product,Third,Computer,Direct
ef8f7e14,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
c0ef98e6,iPhone 5s,Sao Paulo,Brazil,viewed product,Fifth,Computer,Organic
f80c7392,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Organic
6a3d80c7,Samsung Galaxy J7 Prime,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
7f2be3b9,iPhone 6S,Sao Paulo,Brazil,search engine hit,Fifth,Smartphone,Paid
26c9e528,Samsung Galaxy J5,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
187e19a3,Samsung Galaxy J5,Espirito Santo,Brazil,visited site,Fifth,Computer,Paid
699ee9f1,iPhone 6 Plus,Unknown,Brazil,searched products,Fifth,Smartphone,Referral
235a3695,iPhone 5s,Minas Gerais,Brazil,viewed product,Second,Computer,Paid
56d09278,Motorola Moto G4 Plus,Minas Gerais,Brazil,viewed product,First,Computer,Direct
23ead2aa,iPhone 5s,Rio de Janeiro,Brazil,viewed product,Second,Smartphone,Social
8bb7fe33,Motorola Moto G3 HDTV,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
5b543dda,iPhone 6,Unknown,Brazil,viewed product,Second,Computer,Direct
fdfa4308,Samsung Galaxy S7 Edge,Minas Gerais,Brazil,viewed product,Second,Computer,Paid
4356db37,iPhone 6S Plus,Unknown,Unknown,viewed product,Fifth,Smartphone,Paid
7c1973e8,Samsung Galaxy J5,Minas Gerais,Brazil,viewed product,Second,Smartphone,Paid
58a76a37,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Direct
39c4d325,Samsung Galaxy S6 Flat,Para,Brazil,viewed product,Third,Smartphone,Paid
f2a8e6b3,Samsung Galaxy A7 2017,Unknown,Brazil,viewed product,Second,Smartphone,Social
86811cb4,iPhone 7,Minas Gerais,Brazil,viewed product,Second,Smartphone,Direct
06786046,Samsung Galaxy J5,Unknown,Unknown,viewed product,Second,Smartphone,Paid
1eca9842,iPhone SE,Rio Grande do Sul,Brazil,viewed product,First,Computer,Direct
eb0689a6,Samsung Galaxy S5,Bahia,Brazil,viewed product,Second,Computer,Organic
ef4bdcae,iPhone 5s,Pernambuco,Brazil,brand listing,Third,Smartphone,Paid
